"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @NetDirXions: Are you subject to Data Protection laws? 
#Security #cybersecurity #infosec  #GDPR
#datasecurity #data #dataprotection #pr…",FALSE,0,NA,2018-04-06 22:30:49,FALSE,NA,"982385162292989952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NetDirXions",1,TRUE,FALSE,NA,NA
"2","RT @NetDirXions: Data Protection Laws and PII's 
#Security #cybersecurity #infosec  #GDPR
#datasecurity #data #dataprotection #privacy #dat…",FALSE,0,NA,2018-04-06 22:30:25,FALSE,NA,"982385063479463938",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NetDirXions",1,TRUE,FALSE,NA,NA
"3","RT @Hacker_Combat: #YouTube to Increase #Security Across Its Office #Worldwide
https://t.co/KrS15unHjJ
#dataprotection #hacking #dataprivac…",FALSE,0,NA,2018-04-06 19:59:16,FALSE,NA,"982347025961320448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WiFi_NY",3,TRUE,FALSE,NA,NA
"4","Data Protection Laws and PII's 
#Security #cybersecurity #infosec  #GDPR
#datasecurity #data #dataprotection… https://t.co/znghoi0sFL",FALSE,3,NA,2018-04-06 19:45:11,TRUE,NA,"982343479257780224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NetDirXions",1,FALSE,FALSE,NA,NA
"5","Are you subject to Data Protection laws? 
#Security #cybersecurity #infosec  #GDPR
#datasecurity #data… https://t.co/1qbG4wtGU6",FALSE,3,NA,2018-04-06 19:44:42,TRUE,NA,"982343360693157888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NetDirXions",1,FALSE,FALSE,NA,NA
"6","RT @Corus_X: HP laptops found to have hidden keylogger

https://t.co/8P6ROqYYGw …

#Privacy #privacycoin #private #technology #hacking #sec…",FALSE,0,NA,2018-04-06 18:48:05,FALSE,NA,"982329110960586752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YakinVaishnav",1,TRUE,FALSE,NA,NA
"7","RT @Corus_X: Security Guide 101 – The paranoid version

https://t.co/5QbRche5Lj …

#Privacy #privacycoin #private #technology #hacking #sec…",FALSE,0,NA,2018-04-06 18:48:01,FALSE,NA,"982329095810793472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YakinVaishnav",1,TRUE,FALSE,NA,NA
"8","RT @Corus_X: Instagram actively using the microphone whilst running in background

https://t.co/lx1tosz0N6 …

#Privacy #privacycoin #privat…",FALSE,0,NA,2018-04-06 18:47:55,FALSE,NA,"982329068342329344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YakinVaishnav",1,TRUE,FALSE,NA,NA
"9","RT @Corus_X: PayPal shares your data with this 600+ companies

https://t.co/rgO41O9s8T …

#Privacy #privacycoin #private #technology #hacki…",FALSE,0,NA,2018-04-06 18:47:51,FALSE,NA,"982329053121101825",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YakinVaishnav",1,TRUE,FALSE,NA,NA
"10","HP laptops found to have hidden keylogger

https://t.co/8P6ROqYYGw …

#Privacy #privacycoin #private #technology… https://t.co/xJEjTjqgzx",FALSE,4,NA,2018-04-06 18:33:08,TRUE,NA,"982325349961744384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Corus_X",1,FALSE,FALSE,NA,NA
