"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","#Facebook #Security #Privacy #CyberSecurity #Zuckerberg #Settings https://t.co/V7yrnqXlWB https://t.co/WoeT2B1nJC",FALSE,0,NA,2018-04-06 20:30:38,FALSE,NA,"982354918953639936",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","mickey_kinder",0,FALSE,FALSE,NA,NA
"2","LOL, #Facebook is the ""bad actor"" who farmed the data out in the first place, his excuse is meaningless:… https://t.co/FjnwmMEvOD",FALSE,1,NA,2018-04-04 22:33:37,TRUE,NA,"981661093041881088",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","ChiefPoints",0,FALSE,FALSE,NA,NA
"3","RT @duncanwestley: #Facebook announces overhaul of #security and #privacy settings in wake of #CambridgeAnalytica scandal 

#CambridgeAnaly…",FALSE,0,NA,2018-03-28 16:12:32,FALSE,NA,"979028475708190720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","socialstardom",1,TRUE,FALSE,NA,NA
"4","#Facebook announces overhaul of #security and #privacy settings in wake of #CambridgeAnalytica scandal… https://t.co/xtH81ycROC",FALSE,3,NA,2018-03-28 16:11:02,TRUE,NA,"979028096421515266",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","duncanwestley",1,FALSE,FALSE,NA,NA
"5","The hubris exhibited by both #Facebook generally and #Zuckerberg specifically is ‘astonishing’ indeed.
No-one is ‘t… https://t.co/1FZ0UfDKn0",FALSE,0,NA,2018-03-28 07:30:49,TRUE,NA,"978897179405377536",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","FractalDoctor",0,FALSE,FALSE,NA,NA
