"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Open and transparent ... Not! #trust #privacy #dictatorship https://t.co/lw5YudTj6J",FALSE,0,NA,2018-04-06 23:51:08,FALSE,NA,"982405375658897408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ashleytollitt",0,FALSE,FALSE,NA,NA
"2","Mark Zuckerberg has the power to reach into every single #Facebook inbox and delete messages that he’s sent.… https://t.co/XBYQ2kTnfN",FALSE,0,NA,2018-04-06 23:06:03,TRUE,NA,"982394028380614656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jfdesigns",0,FALSE,FALSE,NA,NA
"3","Mark Zuckerberg has the power to reach into every single #Facebook inbox and delete messages that he’s sent.… https://t.co/u0wk4hATvn",FALSE,0,NA,2018-04-06 23:04:52,TRUE,NA,"982393733596540928",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Jay_Forde",0,FALSE,FALSE,NA,NA
"4","Mark Zuckerberg has the power to reach into every single #Facebook inbox and delete messages that he’s sent.… https://t.co/4ECqEC2SUj",FALSE,0,NA,2018-04-06 23:04:48,TRUE,NA,"982393714189402112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jay_Forde",0,FALSE,FALSE,NA,NA
"5","One set of rules for Mark Zuckerberg and another set of rules for everyone else is a breach of trust. We’re talking… https://t.co/YkQl5pdcXq",FALSE,0,NA,2018-04-06 22:05:22,TRUE,NA,"982378758786174976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","koehlerdesigns",0,FALSE,FALSE,NA,NA
"6","Mark Zuckerberg is Wrong. Apple's #Privacy Stance is Genuine - The Mac Observer https://t.co/4gnEXOhsw6",FALSE,0,NA,2018-04-06 20:27:16,FALSE,NA,"982354073302290432",NA,"<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","andrewornot",0,FALSE,FALSE,NA,NA
"7","“I still think that I’m going to do the best job running it going forward, but I’m not going to throw anyone else u… https://t.co/qKl6TxnP8p",FALSE,0,NA,2018-04-06 17:40:01,TRUE,NA,"982311979636461568",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","tamaradull",0,FALSE,FALSE,NA,NA
"8","Newsflash: There is at least one Facebook user whose #Privacy is a priority https://t.co/zRDl1hdpn4",FALSE,0,NA,2018-04-06 17:28:31,FALSE,NA,"982309087818887168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PrivacyAlive",0,FALSE,FALSE,NA,NA
"9","How Mark #Zuckerberg Protects His Own #Privacy Online https://t.co/O5U7VzUEGe #Facebook",FALSE,0,NA,2018-04-06 17:19:22,FALSE,NA,"982306784428937216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bradleyshear",0,FALSE,FALSE,NA,NA
"10","Facebook Says Cambridge Analytica Harvested Data of Up to 87 Million Users #facebook #privacy #tech #data https://t.co/EXm1H4nYE7",FALSE,0,NA,2018-04-06 16:15:06,FALSE,NA,"982290612018855936",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","bcenkus",0,FALSE,FALSE,NA,NA
"11","Mark #Zuckerberg values his #privacy, but not yours. #Facebook deletes his information while selling yours.

https://t.co/E7hpLPxMB2",FALSE,0,NA,2018-04-06 14:56:59,FALSE,NA,"982270954402299905",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","avoiceofliberty",0,FALSE,FALSE,NA,NA
"12","������@Facebook deleted Mark Zuckerberg’s Messenger texts without telling anyone #tech #Facebook #privacy https://t.co/RF1DAyBO3d",FALSE,0,NA,2018-04-06 13:15:47,FALSE,NA,"982245484084346885",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cryswashington",0,FALSE,FALSE,NA,NA
"13","#privacy you know I can't stand Mark Zuckerberg. For him being anti-free speech with conservatives. But his fellow… https://t.co/L5ieOCsqOm",FALSE,0,NA,2018-04-06 12:53:56,TRUE,NA,"982239985683185665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","puckroger",0,FALSE,FALSE,NA,NA
"14","What is Mark #Zuckerberg #hiding? #Facebook secretly deleted some of its founder’s #privatemessages:… https://t.co/WvwNfgc5IU",FALSE,0,NA,2018-04-06 11:29:44,TRUE,NA,"982218796319387653",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","rtehrani",0,FALSE,FALSE,NA,NA
"15","Hard Questions: Q&amp;A with Mark Zuckerberg on Protecting People’s Information: https://t.co/YNhXe0KhPH #facebook #Privacy",FALSE,0,NA,2018-04-06 11:15:01,FALSE,NA,"982215090903498756",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","rspruijt",0,FALSE,FALSE,NA,NA
"16","#Facebook among 30 organisations in UK political data inquiry. See impact of #GDPR #privacy #dataprotection… https://t.co/NlYaSnfIrE",FALSE,4,NA,2018-04-06 10:31:10,TRUE,NA,"982204058105622530",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","chesterj1",0,FALSE,FALSE,NA,NA
"17","RT @j_opdenakker: Well now that's a surprise! ""Private"" messages on Facebook are not private. https://t.co/emgTkFfaHJ #Facebook #Privacy",FALSE,0,NA,2018-04-06 09:44:08,FALSE,NA,"982192220680765440",NA,"<a href=""http://mvilla.it/fenix"" rel=""nofollow"">Fenix 2</a>","brrajan1211",9,TRUE,FALSE,NA,NA
"18","RT @j_opdenakker: Well now that's a surprise! ""Private"" messages on Facebook are not private. https://t.co/emgTkFfaHJ #Facebook #Privacy",FALSE,0,NA,2018-04-06 09:12:07,FALSE,NA,"982184165146746880",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","LotNote",9,TRUE,FALSE,NA,NA
